School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,State Abbr [Public School] Latest available year,County Name [Public School] 2017-18,Charter School [Public School] 2017-18,Magnet School [Public School] 2017-18,Shared Time School [Public School] 2017-18,Urban-centric Locale [Public School] 2017-18,School-wide Title I [Public School] 2017-18,Title I Eligible School [Public School] 2017-18,Title I School Status [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Direct Certification [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black or African American Students [Public School] 2017-18,White Students [Public School] 2017-18,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18,Pupil/Teacher Ratio [Public School] 2017-18
BELLAIRE HIGH SCHOOL,Ohio,3.90E+11,OH ,Belmont County,2-No,–,2-No,23-Suburb: Small,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,322,134,–,18,152,181,141,0,1,4,5,290,0,22,322,19.5,16.51
BELLAIRE MIDDLE SCHOOL,Ohio,3.90E+11,OH ,Belmont County,2-No,–,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,393,201,–,35,236,209,184,1,0,6,11,358,0,17,393,26,15.12
BELLAIRE MIDDLEHIGH SCHOOL,Michigan,2.60E+11,MI ,Antrim County,2-No,2-No,2-No,43-Rural: Remote,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,Yes participating without using any Provision or the CEO,222,91,–,9,100,103,119,3,3,7,1,190,0,18,222,12.97,17.12
BELLAIRE SCHOOL (THE),New York,3.60E+11,NY ,Queens County,2-No,2-No,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),989,558,–,10,568,515,474,115,325,188,278,40,16,27,989,61,16.21
BELLALAGO CHARTER ACADEMY,Florida,1.20E+11,FL ,Osceola County,1-Yes,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,1307,670,502,101,771,673,634,0,43,757,245,227,4,31,1307,75,17.43
BELLAMY CREEK CORRECTIONAL FACILITY,Michigan,2.60E+11,MI ,Ionia County,2-No,2-No,2-No,32-Town: Distant,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,14,7,–,–,7,14,0,1,0,1,8,4,0,0,14,0,†
BELLAMY ELEMENTARY SCHOOL,New York,3.62E+11,NY ,Oneida County,2-No,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,443,348,–,23,371,226,217,0,9,44,60,316,2,12,443,44,10.07
BELLAMY ELEMENTARY SCHOOL,Florida,1.20E+11,FL ,Hillsborough County,2-No,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,638,503,500,42,545,321,317,1,28,478,51,66,0,14,638,54,11.81
BELLAMY MIDDLE,Massachusetts,2.50E+11,MA ,Hampden County,2-No,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,–,797,–,432,–,–,402,395,0,12,301,22,436,0,26,797,77.67,10.26
BELLBROOK HIGH SCHOOL,Ohio,3.90E+11,OH ,Greene County,2-No,–,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,No,850,–,3,–,–,421,429,2,14,37,29,740,3,25,850,46.8,18.16
BELLBROOK MIDDLE SCHOOL,Ohio,3.90E+11,OH ,Greene County,2-No,–,2-No,41-Rural: Fringe,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,Yes participating without using any Provision or the CEO,638,94,–,31,125,302,336,0,20,26,24,550,0,18,638,33.14,19.25
BELLBROWN CAREER TECHNICAL CENTER,Alabama,10309001194,AL ,Sumter County,2-No,2-No,1-Yes,43-Rural: Remote,†,†,†,No,–,–,–,–,–,†,†,–,–,–,–,–,–,–,0,1,†
BELLE AIR ELEMENTARY,California,63423005394,CA ,San Mateo County,2-No,2-No,–,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,No,280,202,–,25,227,139,141,–,18,183,1,6,42,30,280,9,31.11
BELLE AIRE ELEM SCHOOL,Illinois,1.71E+11,IL ,DuPage County,2-No,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,No,252,9,–,0,9,126,126,–,30,14,14,181,–,13,252,16.1,15.65
BELLE AIRE INTERMEDIATE,Ohio,3.91E+11,OH ,Fayette County,2-No,–,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,511,293,–,43,336,231,280,0,6,33,16,417,1,38,511,34,15.03
BELLE ALEXANDER ELEM SCHOOL,Illinois,1.72E+11,IL ,Henry County,2-No,2-No,2-No,32-Town: Distant,–,–,–,Yes participating without using any Provision or the CEO,230,179,–,8,187,111,119,–,–,54,29,133,–,14,230,17.3,13.29
BELLE CHASSE ACADEMY,Louisiana,2.20E+11,LA ,Plaquemines Parish,1-Yes,2-No,–,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,966,210,–,172,382,492,474,7,21,183,292,359,4,100,966,52.5,18.4
BELLE CHASSE ELEMENTARY SCHOOL,Louisiana,2.20E+11,LA ,Plaquemines Parish,2-No,2-No,–,41-Rural: Fringe,1-Yes,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,Yes participating without using any Provision or the CEO,1079,529,–,72,601,562,517,9,35,84,166,714,–,71,1079,43,25.09
BELLE CHASSE HIGH SCHOOL,Louisiana,2.20E+11,LA ,Plaquemines Parish,2-No,2-No,–,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,926,314,–,60,374,472,454,8,34,86,198,575,2,23,926,41.02,22.57
BELLE CHASSE MIDDLE SCHOOL,Louisiana,2.20E+11,LA ,Plaquemines Parish,2-No,2-No,–,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,779,346,–,61,407,427,352,5,32,61,135,530,–,16,779,36.26,21.48
BELLE CREEK CHARTER SCHOOL,Colorado,80258001948,CO ,Adams County,1-Yes,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,662,215,101,78,293,330,332,–,15,334,22,269,–,22,662,14.77,44.82
BELLE ELEM.,Missouri,2.90E+11,MO ,Maries County,2-No,2-No,2-No,43-Rural: Remote,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),274,274,43,0,274,163,111,–,–,–,–,271,–,3,274,23.05,11.89
BELLE ELEMENTARY SCHOOL,West Virginia,5.40E+11,WV ,Kanawha County,†,2-No,2-No,22-Suburb: Mid-size,†,2-No,6-Not a Title I school,Yes under Community Eligibility Option (CEO),256,–,128,–,154,118,138,–,–,6,15,225,–,10,256,16.4,15.61
BELLE FOREST COMMUNITY SCHOOL,Tennessee,4.70E+11,TN ,Shelby County,2-No,2-No,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),1219,–,670,–,–,584,635,1,–,170,1017,9,–,22,1219,56.6,21.54
BELLE FOURCHE EDUCATION CONNECTION - 09,South Dakota,4.61E+11,SD ,Butte County,2-No,†,2-No,33-Town: Remote,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,No,42,20,15,2,22,21,21,2,0,6,0,32,0,2,42,3,14
BELLE FOURCHE HIGH SCHOOL - 01,South Dakota,4.61E+11,SD ,Butte County,2-No,†,2-No,33-Town: Remote,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,Yes participating without using any Provision or the CEO,374,84,59,43,127,191,183,6,3,15,0,333,0,17,374,23.83,15.69
BELLE FOURCHE MIDDLE SCHOOL - 07,South Dakota,4.61E+11,SD ,Butte County,2-No,†,2-No,33-Town: Remote,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,441,147,109,57,204,236,205,8,0,28,0,382,0,23,441,30,14.7
BELLE GLADE ELEMENTARY SCHOOL,Florida,1.20E+11,FL ,Palm Beach County,2-No,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,744,704,626,17,721,380,364,8,0,225,456,48,2,5,744,58,12.83
BELLE GROVE ELEMENTARY,Maryland,2.40E+11,MD ,Anne Arundel County,2-No,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,287,180,–,26,206,142,145,–,11,49,66,127,1,33,287,22.7,12.64
BELLE HALL ELEMENTARY,South Carolina,4.50E+11,SC ,Charleston County,2-No,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,752,76,65,12,88,414,338,1,33,16,87,601,0,14,752,46.7,16.1
BELLE HAVEN ELEMENTARY,California,63186004913,CA ,San Mateo County,2-No,2-No,–,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,No,457,380,–,20,400,222,235,0,4,370,38,2,36,7,457,23,19.87
BELLE HAVEN ELEMENTARY SCHOOL,Ohio,3.90E+11,OH ,Montgomery County,2-No,–,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),388,–,385,–,–,198,190,1,0,1,346,24,1,15,388,24,16.17
BELLE HETH ELEM,Virginia,5.10E+11,VA ,Radford city,2-No,2-No,2-No,13-City: Small,2-No,1-Yes,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,475,191,–,40,231,227,248,0,1,25,46,362,0,41,475,32,14.84
BELLE HIGH,Missouri,2.90E+11,MO ,Maries County,2-No,2-No,2-No,43-Rural: Remote,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,177,73,68,10,83,96,81,–,–,–,1,175,–,1,177,22.07,8.02
BELLE ISLE MS,Oklahoma,4.02E+11,OK ,Oklahoma County,2-No,†,2-No,11-City: Large,†,2-No,6-Not a Title I school,Yes under Community Eligibility Option (CEO),450,450,62,0,450,197,253,11,33,87,73,210,1,35,450,24.2,18.6
BELLE MORRIS ELEMENTARY,Tennessee,4.70E+11,TN ,Knox County,2-No,2-No,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),478,–,285,–,–,222,256,–,–,114,124,196,–,44,478,35,13.66
BELLE PLACE MIDDLE SCHOOL,Louisiana,2.20E+11,LA ,Iberia Parish,2-No,2-No,–,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes under Community Eligibility Option (CEO),411,240,–,–,240,203,208,1,15,18,117,250,–,10,411,23,17.87
BELLE PLAINE ELEM,Kansas,2.00E+11,KS ,Sumner County,2-No,2-No,–,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,268,93,–,36,129,126,142,3,1,1,–,260,–,3,268,19.7,13.6
BELLE PLAINE HIGH,Kansas,2.00E+11,KS ,Sumner County,2-No,2-No,–,42-Rural: Distant,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,Yes participating without using any Provision or the CEO,187,45,–,18,63,89,98,1,2,7,1,165,–,11,187,15.2,12.3
BELLE PLAINE JR/SR HIGH SCHOOL,Iowa,1.90E+11,IA ,Benton County,2-No,†,2-No,43-Rural: Remote,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,261,61,–,16,77,130,131,1,1,2,4,245,2,6,261,19.9,13.12
BELLE PLAINE JUNIOR HIGH,Minnesota,2.70E+11,MN ,Scott County,2-No,2-No,2-No,32-Town: Distant,2-No,1-Yes,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,249,35,–,16,51,114,135,2,3,12,5,219,1,7,249,12.31,20.23
BELLE PLAINE MIDDLE,Kansas,2.00E+11,KS ,Sumner County,2-No,2-No,–,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,166,60,–,18,78,82,84,1,1,10,2,141,–,11,166,11.6,14.31
BELLE PLAINE SENIOR HIGH,Minnesota,2.70E+11,MN ,Scott County,2-No,2-No,2-No,32-Town: Distant,2-No,1-Yes,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,469,52,–,23,75,260,209,2,12,20,8,416,1,10,469,23.45,20
BELLE PLAINE TRANSITIONS/WORK EXPER,MINNESOTA,2.70E+11,MN ,Scott County,2-No,2-No,2-No,32-Town: Distant,2-No,1-Yes,2-Title I targeted assistance school,No,7,0,–,0,0,4,3,0,0,0,0,7,0,0,7,–,†
BELLE POINT ALTERNATIVE CENTER,Arkansas,50633000354,AR ,Sebastian County,2-No,2-No,1-Yes,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,61,19,30,4,23,44,17,–,–,17,14,23,1,6,61,16.3,3.74
BELLE RIVER ELEMENTARY SCHOOL,Michigan,2.61E+11,MI ,St. Clair County,2-No,1-Yes,2-No,23-Suburb: Small,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,443,210,–,29,239,227,216,2,0,2,6,425,0,8,443,22.06,20.08
BELLE ROSE MIDDLE SCHOOL,Louisiana,2.20E+11,LA ,Assumption Parish,2-No,2-No,–,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),150,137,–,3,140,73,77,–,–,10,133,7,–,–,150,9.6,15.63
BELLE ROSE PRIMARY SCHOOL,Louisiana,2.20E+11,LA ,Assumption Parish,2-No,2-No,–,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),249,223,–,7,230,113,136,–,–,9,223,12,–,5,249,15.1,16.49
BELLE RYAN ELEM SCHOOL,Nebraska,3.17E+11,NE ,Douglas County,†,†,2-No,11-City: Large,†,2-No,6-Not a Title I school,Yes under Provision 2,254,164,–,29,193,138,116,1,24,73,50,91,0,15,254,22.73,11.17
BELLE SHERMAN SCHOOL,New York,3.62E+11,NY ,Tompkins County,2-No,2-No,2-No,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,No,367,124,–,21,145,183,184,2,72,34,22,207,0,30,367,28,13.11
BELLE SHIVERS MIDDLE SCHOOL,MISSISSIPPI,2.80E+11,MS ,Monroe County,2-No,2-No,2-No,33-Town: Remote,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),540,540,–,0,540,262,278,0,–,0,525,9,–,6,540,37.24,14.5
BELLE STONE ELEMENTARY SCHOOL,Ohio,3.90E+11,OH ,Stark County,2-No,–,2-No,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),366,–,363,–,–,183,183,2,0,34,133,141,0,56,366,20.5,17.85
BELLE TERRE ELEMENTARY SCHOOL,Florida,1.20E+11,FL ,Flagler County,2-No,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,1448,727,639,85,812,765,683,10,33,265,167,863,0,110,1448,95,15.24
BELLE VALLEY EL SCH,Pennsylvania,4.22E+11,PA ,Erie County,2-No,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,628,291,–,29,320,340,288,3,19,23,14,523,0,46,628,43.93,14.3
BELLE VALLEY SCHOOL,Illinois,1.71E+11,IL ,St. Clair County,2-No,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,1032,634,–,71,705,541,491,2,13,14,574,286,1,142,1032,65.49,15.76
BELLE VERNON AREA HS,Pennsylvania,4.20E+11,PA ,Westmoreland County,2-No,2-No,2-No,23-Suburb: Small,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,776,215,–,15,230,396,380,1,11,15,18,716,0,15,776,43.82,17.71
BELLE VERNON AREA MS,Pennsylvania,4.20E+11,PA ,Fayette County,2-No,2-No,2-No,23-Suburb: Small,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,379,144,–,4,148,199,180,0,4,8,4,352,0,11,379,24.97,15.18
BELLE VIEW ELEM,Virginia,5.10E+11,VA ,Fairfax County,2-No,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,558,155,–,36,191,301,257,3,16,168,44,282,5,40,558,40.06,13.93
BELLEAIR ELEMENTARY SCHOOL,Florida,1.20E+11,FL ,Pinellas County,2-No,2-No,2-No,12-City: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),591,519,519,0,519,323,268,0,6,290,157,108,3,27,591,53,11.15
BELLEAIRE ELEMENTARY SCHOOL,Nebraska,3.10E+11,NE ,Sarpy County,†,†,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,295,151,–,52,203,151,144,2,3,79,20,167,2,22,295,24.59,12
BELLEFONTAINE ELEMENTARY SCHOOL,Ohio,3.90E+11,OH ,Logan County,2-No,–,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,555,201,–,34,235,297,258,1,2,17,12,464,0,59,555,29.5,18.81
BELLEFONTAINE HIGH SCHOOL,Ohio,3.90E+11,OH ,Logan County,2-No,–,2-No,32-Town: Distant,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,Yes participating without using any Provision or the CEO,716,235,–,37,272,391,325,0,12,8,30,580,0,86,716,47.74,15
BELLEFONTAINE INTERMEDIATE SCHOOL,Ohio,3.90E+11,OH ,Logan County,2-No,–,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,552,263,–,38,301,284,268,1,4,17,11,456,0,63,552,31.2,17.69
BELLEFONTAINE MIDDLE SCHOOL,Ohio,3.90E+11,OH ,Logan County,2-No,–,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,531,257,–,44,301,283,248,1,3,13,20,446,1,47,531,31.56,16.83
BELLEFONTE AREA HS,Pennsylvania,4.20E+11,PA ,Centre County,2-No,2-No,2-No,31-Town: Fringe,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,849,121,–,17,138,440,409,1,4,12,7,814,1,10,849,64.58,13.15
BELLEFONTE AREA MS,Pennsylvania,4.20E+11,PA ,Centre County,2-No,2-No,2-No,31-Town: Fringe,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,Yes participating without using any Provision or the CEO,649,175,–,32,207,311,338,0,6,14,3,603,0,23,649,45,14.42
BELLEFONTE EL SCH,Pennsylvania,4.20E+11,PA ,Centre County,2-No,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,Yes participating without using any Provision or the CEO,371,171,–,17,188,187,184,0,0,16,6,340,0,9,371,32.18,11.53
BELLEHAVEN ELEMENTARY,New Mexico,3.50E+11,NM ,Bernalillo County,2-No,†,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),348,347,187,0,347,167,181,22,6,225,8,68,1,18,348,20,17.4
BELLERIVE ELEM.,Missouri,2.92E+11,MO ,St. Louis County,2-No,2-No,2-No,21-Suburb: Large,2-No,1-Yes,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,379,63,155,11,74,195,184,2,49,13,94,197,–,24,379,25.65,14.78
BELLEROSE ELEMENTARY SCHOOL,New York,3.62E+11,NY ,Suffolk County,2-No,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,301,24,–,0,24,154,147,0,4,32,3,258,1,3,301,23.4,12.86
BELLEVIEW ELEM.,Missouri,2.90E+11,MO ,Iron County,2-No,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,129,67,76,17,84,64,65,1,0,4,1,123,0,0,129,11.31,11.41
BELLEVIEW ELEMENTARY,South Carolina,4.50E+11,SC ,York County,2-No,2-No,2-No,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),526,526,290,0,526,301,225,3,18,35,292,139,0,39,526,40.2,13.08
BELLEVIEW ELEMENTARY,California,60006404870,CA ,Tulare County,2-No,2-No,–,13-City: Small,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),422,383,–,2,385,200,222,3,4,354,1,55,3,2,422,15.5,27.23
BELLEVIEW ELEMENTARY,California,60450000412,CA ,Tuolumne County,2-No,2-No,–,41-Rural: Fringe,2-No,1-Yes,2-Title I targeted assistance school,No,154,76,–,4,80,78,76,3,–,33,1,105,2,10,154,8.5,18.12
BELLEVIEW ELEMENTARY SCHOOL,Florida,1.20E+11,FL ,Marion County,2-No,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),684,496,524,28,524,358,326,0,0,147,48,438,2,49,684,45,15.2
BELLEVIEW ELEMENTARY SCHOOL,Colorado,80291000184,CO ,Arapahoe County,2-No,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,Yes participating without using any Provision or the CEO,606,78,43,18,96,321,285,2,177,59,22,312,2,32,606,36.09,16.79
BELLEVIEW HIGH SCHOOL,Florida,1.20E+11,FL ,Marion County,2-No,1-Yes,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,1606,867,821,90,957,804,802,9,11,381,160,978,4,63,1606,76,21.13
BELLEVIEW MIDDLE SCHOOL,Florida,1.20E+11,FL ,Marion County,2-No,1-Yes,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,1301,774,759,79,853,656,645,7,10,293,156,780,1,54,1301,65,20.02
BELLEVIEW-SANTOS ELEMENTARY SCHOOL,Florida,1.20E+11,FL ,Marion County,2-No,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),537,355,371,16,371,282,255,3,6,134,86,286,4,18,537,35,15.34
BELLEVILLE EAST ELEMENTARY,Kansas,2.00E+11,KS ,Republic County,2-No,2-No,–,43-Rural: Remote,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,258,123,–,32,155,128,130,0,3,22,0,221,0,12,258,20.73,12.45
BELLEVILLE ELEMENTARY,Wisconsin,5.50E+11,WI ,Dane County,2-No,2-No,2-No,42-Rural: Distant,2-No,1-Yes,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,322,46,–,9,55,183,139,–,1,15,3,287,–,16,322,23.35,13.79
BELLEVILLE ELEMENTARY,Wisconsin,5.50E+11,WI ,Dane County,2-No,2-No,2-No,42-Rural: Distant,2-No,1-Yes,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,165,17,–,3,20,88,77,1,–,8,3,142,–,11,165,12.27,13.45
BELLEVILLE HENDERSON CENTRAL SCHOOL,New York,3.60E+11,NY ,Jefferson County,2-No,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,468,204,–,49,253,235,233,–,3,16,5,423,–,21,468,40.99,11.42
BELLEVILLE HIGH,Wisconsin,5.50E+11,WI ,Dane County,2-No,2-No,2-No,42-Rural: Distant,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,Yes participating without using any Provision or the CEO,282,34,–,2,36,145,137,–,1,18,–,249,–,14,282,22.02,12.81
BELLEVILLE HIGH SCHOOL,Michigan,2.63E+11,MI ,Wayne County,2-No,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,Yes participating without using any Provision or the CEO,1678,737,–,61,798,847,831,9,21,55,805,743,2,43,1678,69.6,24.11
BELLEVILLE HIGH SCHOOL,New Jersey,3.40E+11,NJ ,Essex County,2-No,†,2-No,21-Suburb: Large,2-No,1-Yes,2-Title I targeted assistance school,Yes participating without using any Provision or the CEO,1397,651,–,173,824,718,679,–,166,891,126,206,7,1,1397,110,12.7
BELLEVILLE HIGH SCHOOL-EAST,Illinois,1.71E+11,IL ,St. Clair County,2-No,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,2474,1032,–,40,1072,1231,1243,5,27,113,1009,1111,4,205,2474,144.2,17.16
BELLEVILLE HIGH SCHOOL-WEST,Illinois,1.71E+11,IL ,St. Clair County,2-No,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,2066,938,–,83,1021,1068,998,4,17,84,791,1083,2,85,2066,116.9,17.67
